english,portugues
tubing,tubulação
shivani,shivani
sark,Sark
clegg,Clegg
pollard,pollard
liberace,libertação
presidente,presidente
steppe,estepe
alisha,alisha
half-baked,meio assado
sorenson,sorenson
vaseline,vaselina
three-hour,três horas
morel,morel
potholes,buracos
expenditure,despesa
arriba,arriba
hygienic,higiênico
ofit,disso
tibbs,Tibbs
illegals,ilegais
scrumptious,delicioso
gerhardt,Gerhardt
winces,estremece
christoph,Cristóvão
emergence,emergência
clotting,coagulação
cb,cb
simons,Simões
lillie,lillie
skinhead,skinhead
jubei,jubei
outgrown,superado
clunk,barulho
re-entry,reentrada
surveying,topografia
upscale,de luxo
turnin,ligar
confidently,com confiança
piloting,pilotagem
outwit,enganar
strengthening,Reforço
dn,dn
mvp,MVP
7-eleven,7 onze
gyro,giroscópio
dissolves,dissolve
dribbling,drible
goblet,cálice
streisand,Streisand
life-support,suporte de vida
run-down,atropelar
satisfies,satisfaz
jun.,junho.
consolidate,consolidar
wavering,vacilante
milked,ordenhado
criticise,criticar
easing,facilitando
blackbeard,barba Negra
pac-man,pac-man
plywood,Madeira compensada
kegs,barris
gravestone,lápide
u.k.,Reino Unido.
strychnine,estricnina
redheads,ruivas
riccardo,Ricardo
fozzie,fozzie
ood,bom
lividity,lividez
rambaldi,rambaldi
puns,trocadilhos
persians,persas
transmitters,transmissores
passive-aggressive,passivo-agressivo
favoured,favorecido
abnormalities,anormalidades
condensed,condensado
a.d.a.,a.d.a.
burkhardt,burkhardt
suspending,suspendendo
ju-mong,ju-mong
stillman,homem imóvel
soleil,sol
sardar,sardar
quirks,peculiaridades
hubris,arrogância
hyeong,Hyeong
imperfections,imperfeições
sill,peitoril
philistines,filisteus
depp,Depp
devdas,devdas
cred,crédito
heimlich,Heimlich
diagnostics,diagnóstico
zooming,zoom
eased,facilitado
neapolitan,napolitano
mcgowan,McGowan
ramble,divagar
zoinks,zoinks
wieners,salsichas
arr,chegar
yου,você
dyer,tintureiro
raggedy,esfarrapado
exonerate,exonerar
mears,mears
lamppost,poste de iluminação
hobie,passatempo
shortages,escassez
-no,-não
untidy,desarrumado
northumberland,Northumberlândia
martins,Martins
octavio,Otávio
tumbled,caiu
gato,gato
thrived,prosperou
realty,imobiliário
pena,pena
trudi,Trudi
bilge,porão
ruskin,Ruskin
numero,número
tinkering,ajustes
babel,babel
f1,f1
bellboy,Mensageiro de hotel
marthe,Marta
fuego,fogo
aboriginal,aborígene
methodology,metodologia
watertight,estanque
loopy,maluco
winn,vencer
ponzi,Ponzi
retrieving,recuperando
marquesa,Marquesa
racists,racistas
tactful,diplomático
flor,flor
alphaff,alfafa
ply,dobrar
moderately,moderadamente
waah,uau
blane,branco
swanky,chique
coupling,acoplamento
blye,blá
sherif,xerife
rednecks,caipiras
a.i.,a.i.
hagan,Hagan
primer,cartilha
hotchner,Hotchner
ao,ao
half-dead,meio morto
paragon,modelo
tran,trans
peugeot,Peugeot
displeasure,descontentamento
assertive,assertivo
zim,zim
jiao,Jiao
blackwood,Madeira preta
gung,entusiasmado
parton,Parton
blab,tagarelar
fonda,fonda
creatively,criativamente
gillette,Gillette
saws,serras
m-my,m-meu
clockwise,sentido horário
hamsters,hamster
doraemon,Doraemon
hoy,ei
mingling,misturando
didem,didem
gayatri,gayatri
denning,denning
alvey,Alvey
capitan,capitão
evoke,evocar
unfolds,se desenrola
muskets,mosquetes
sabu,sabu
eventual,eventual
apartheid,apartheid
gunvald,Gunvald
self-interest,interesse próprio
imf,imf
counterfeiting,falsificação
organisations,organizações
diarrhoea,diarréia
yash,sim
mijo,meu jo
congestion,congestionamento
werert,não estávamos
three-legged,de três pernas
labourers,trabalhadores
valour,valentia
basta,basta
knee-deep,até os joelhos
dez,dez
mcmahon,McMahon
zipping,fechando
euthanasia,eutanásia
dior,Dior
kerem,Kerem
testy,irritável
sagar,sagar
mccullough,Mccullough
lemurs,lêmures
huo,huo
badlands,ermo
intubation,intubação
cuddles,abraços
narf,narf
meaty,carnudo
invoked,invocado
christmastime,época de Natal
reiterate,reiterar
dulles,maçante
dawdle,demorar
tapas,tapas
witherspoon,colher de cernelha
sneaker,tênis
perils,perigos
nettles,urtigas
nong,não
malnutrition,desnutrição
dykes,diques
mews,estábulos
awkwardness,estranheza
weepy,choroso
shiner,olho roxo
basking,aquecendo-se
opa,opa
adolfo,adolfo
look,olhar
censored,censurado
wares,mercadorias
memorizing,memorizando
councilwoman,vereadora
hsu,hsu
one-of-a-kind,um de cada tipo
magnificence,magnificência
atheists,ateus
zbz,zbz
outed,revelado
siphon,sifão
rhade,rhade
radishes,rabanetes
impersonator,imitador
incessant,incessante
nesbitt,Nesbitt
kaylee,kaylee
pl,por favor
prolific,prolífico
thirteenth,décimo terceiro
furies,fúrias
taki,taki
recuperate,recuperar
forsythe,Forsythe
silvana,Silvana
durand,Durand
unsatisfied,insatisfeito
infantile,infantil
clots,coágulos
barometer,barômetro
peeked,espiou
i.c.u.,UTI.
ovulating,ovulando
obelix,obélix
band-aids,band-aids
mahdi,mahdi
antwon,antwon
kaze,kaze
stilts,palafitas
palma,palma
wh-where,onde-onde
krakow,Cracóvia
chitti,chitti
bumming,chateado
rawlins,Rawlins
marooned,abandonado
hickok,hickok
mailer,mailer
dl,dl
breadth,largura
synergy,sinergia
coexist,coexiste
rasta,rasta
crais,crais
close-ups,close-ups
ak-47,ak-47
brainwash,lavagem cerebral
dinesh,jantar
tish,isso
vouched,atestado
extraordinaire,extraordinário
scarab,escaravelho
chunghae,chunghae
ok,OK
gunderson,Gunderson
diocese,diocese
workup,trabalhar
scotsman,escocês
sycamore,sicômoro
malay,malaio
backhand,backhand
cleric,clérigo
numerical,numérico
sher,sher
reminiscing,relembrando
sunder,separar
impervious,impermeável
one-horse,um cavalo
paltry,insignificante
kt,kt
bullfighter,toureiro
camcorder,filmadora
perforated,perfurado
armenians,Armênios
macao,Macau
perfecting,aperfeiçoando
veera,veera
claustrophobia,claustrofobia
carats,quilates
beatty,Beatty
bhagat,Bhagat
heh-heh-heh,heh-heh-heh
prioritize,Prioritizar
intermediary,intermediário
myeong,Myeong
centerpiece,peça central
obscenity,obscenidade
retires,se aposenta
meridian,meridiano
wetter,mais úmido
stumbles,tropeça
hamada,hamada
madhuri,madhuri
clapton,Clapton
peering,encarando
foust,fundir
fscx140,fscx140
first-year,primeiro ano
nauseating,nauseante
ishikawa,Ishikawa
tenement,cortiço
palle,pálido
poplar,álamo
depressive,depressivo
nudes,nus
tectonic,tectônico
oregano,orégano
galvin,Galvin
toyou,para você
lasagne,Lasanha
drinkers,bebedores
mortician,agente funerário
masochist,masoquista
evergreen,perene
porta,porta
pygmy,pigmeu
endora,endora
bogs,pântanos
shaka,shaka
shetty,shetty
fixin,consertando
deities,divindades
hovel,casebre
lazlo,lazlo
niklaus,Niklaus
yuma,Yuma
abbi,abi
bhabhi,bhabhi
romney,Romney
emission,emissão
revolutionize,revolucionar
leticia,Leticia
gibby,gibby
s.o.s.,SOS.
mousetrap,ratoeira
cassini,cassini
smoldering,fumegante
c-can,c-pode
penchant,propensão
right,certo
viciously,cruelmente
scribble,rabisco
these,esses
fatherhood,paternidade
balding,calvície
fabrice,fabricar
giddap,giddap
faii,faii
saintly,santo
breeland,Breelândia
able-bodied,fisicamente apto
agnew,novamente
cottages,chalés
shari,shari
epicenter,epicentro
doctor-patient,médico-paciente
nother,Ela não
compile,compilar
well-done,bom trabalho
touche,toque
pick-me-up,me pegue
carcasses,carcaças
packaged,embalado
gables,frontões
kawasaki,kawasaki
mahmut,mahmut
router,roteador
ills,males
aground,encalhado
sommers,verão
fishin,pescando
hi,oi
brash,impetuoso
peih-gee,peih-gee
palpable,palpável
gatekeeper,porteiro
schoolhouse,escola
fucking-,porra-
elongated,alongado
lifestyles,estilos de vida
adoration,adoração
quoi,o que é
continual,contínuo
teacup,xícara de chá
matte,fosco
inventors,inventores
mobilization,mobilização
jeannette,Jeannette
faker,falsificador
stupor,estupor
intensified,intensificado
up,acima
stimulant,estimulante
naidu,naidu
talons,garras
pio,pio
pled,pediu
grasshoppers,gafanhotos
cohesive,coeso
juli,julho
nursemaid,babá
stuttgart,Estugarda
diya,diya
onlookers,espectadores
somersault,cambalhota
mocks,zombarias
michi,Michi
sumptuous,suntuoso
doodles,rabiscos
grandest,mais grandioso
flagg,sinalizador
jerseys,camisetas
autobot,robô automático
sebastien,sebastien
bestest,melhor
macedonia,Macedônia
brahmin,brâmane
pisces,Peixes
refueling,reabastecimento
nonviolent,não-violento
dum-dum,bobo
hieroglyphics,hieróglifos
reprisals,represálias
sethu,sethu
quinlan,Quinlan
disapproval,desaprovação
oahu,oahu
fenwick,fenwick
eclair,éclair
purdy,puro
iffy,duvidoso
unveiled,revelado
choral,coral
pattering,tamborilar
probate,inventário
mammoths,mamutes
scaled,dimensionado
gallbladder,vesícula biliar
vapour,vapor
floorboard,tábua de chão
tippi,dica
bak,ok
snide,sarcástico
mohini,mohini
conch,concha
inescapable,inevitável
on-screen,na tela
beheading,decapitação
grossman,homem nojento
farewells,despedidas
heart-to-heart,de coração para coração
jarrett,Jarret
glossy,lustroso
lieut,tenente
hennessey,Hennessey
medley,medley
squealed,gritou
jabba,jabba
snapshots,instantâneos
kneecaps,rótulas
wembley,wembley
propel,impulsionar
mathew,Matheus
mima,mima
showman,showman
transgressions,transgressões
pensioners,pensionistas
soya,soja
noun,substantivo
patties,hambúrgueres
eugenio,eugênio
squalor,miséria
thrifty,econômico
vash,Vash
buongiorno,buongiorno
third-rate,terceira categoria
backwoods,sertão
catered,atendido
formulate,formular
crazy-ass,maluco
craved,ansiava
thankless,mal agradecido
antennae,antenas
snazzy,elegante
refrigeration,refrigeração
skirmish,escaramuça
lópez,López
ganesha,ganesha
manservant,criado
intermediate,intermediário
jacinto,jacinto
spans,vãos
emanuel,emanuel
skimmed,desnatado
unrecognizable,irreconhecível
ariane,ariane
freer,mais livre
mclane,Mclane
biotech,biotecnologia
appointing,nomeando
wiper,limpador
harping,harpando
midland,centro da cidade
truest,mais verdadeiro
cleft,fenda
fretting,preocupado
homeowners,proprietários
fiendish,diabólico
voyeur,voyeur
second-class,segunda classe
eventful,agitado
incentives,incentivos
remarked,comentou
horned,com chifres
pontius,Pôncio
soma,soma
basements,porões
hazelnut,avelã
saturation,saturação
westward,para oeste
mother-daughter,mãe filha
paki,paqui
honorably,honrosamente
toasts,Torradas
puritan,puritano
imprinted,impresso
vandalized,vandalizado
garters,ligas
best-looking,mais bonito
garnett,Garnett
impresses,impressiona
extravagance,extravagância
oshin,oshin
leprechauns,Leprechauns
eben,ében
gsr,GSR
responsibly,com responsabilidade
sigurd,segurança
rekha,rekha
persists,persiste
initiatives,iniciativas
klondike,Klondike
kenna,Kenna
noboru,noboru
duels,duelos
absolved,absolvido
advantageous,vantajoso
crayfish,lagostim
accumulation,acumulação
deuces,duques
swingers,swingers
institutional,institucional
hoofbeats,cascos
romulus,Rômulo
malayalam,malaiala
alissa,alissa
ea,sim
turnbull,Turnbull
salutes,saudações
till,até
therapies,terapias
informally,informalmente
trollop,prostituta
metz,metz
pandemonium,pandemônio
telltale,revelador
mcclane,McClane
detrimental,prejudicial
jogger,corredor
overdressed,vestido demais
monti,Monti
dorn,dormente
gwyneth,Gwyneth
grandsons,netos
dustbin,caixote de lixo
excavations,escavações
barges,barcaças
photons,fótons
inappropriately,inapropriadamente
rudnick,rudnick
mccluskey,Mccluskey
seething,fervendo
herschel,Herschel
dents,amassados
pledging,prometendo
harpy,harpia
quartered,esquartejado
boyhood,infância
dorota,dorota
am-,sou-
bylaws,estatuto social
minori,menor
characterize,caracterizar
salam,salame
requiem,réquiem
biddy,biddy
pum,bomba
terminus,terminal
barrio,bairro
hy,oi
sirree,senhor
bosoms,seios
good-luck,boa sorte
misdeeds,delitos
mme.,eu.
o,ó
deane,reitor
tet,tete
topaz,topázio
gargoyles,gárgulas
fontana,fonte
implementation,implementação
dwindling,diminuindo
diggle,cavar
earle,conde
chia,chia
nought,nada
localized,localizado
graceland,Gracelândia
ten-four,dez quatro
apprised,informado
all-you-can-eat,tudo o que conseguires comer
harkness,ousadia
jeffers,Jeffers
b.b.,b.b.
ativan,ativado
uncontrolled,descontrolado
short-sighted,míope
yumiko,Yumiko
boozer,bebedeira
motorbikes,motos
real-time,tempo real
grasslands,pastagens
gena,gena
pruning,poda
doobie,doobie
foolhardy,imprudente
way.,caminho.
anorexic,anoréxica
yau-man,yau-homem
voice-mail,correio de voz
cadavers,cadáveres
scouted,explorado
snitches,delatores
yuppie,yuppie
cymbals,pratos
go,ir
elkins,Elkins
wha-what,o que-o que
aisles,corredores
knotted,atado
montrose,Montrose
skint,sem dinheiro
amita,amita
dolt,idiota
variance,variação
yoichi,Yoichi
jeffersonian,jeffersoniano
skittles,skittles
sanne,sanne
dedicating,dedicando
all-new,tudo novo
cha-cha-cha,cha-cha-cha
pendrick,Pendrick
limber,flexível
i.p.,eu.p.
teensy,pequenininho
snowmobile,moto de neve
substituted,substituído
wir,fio
depriving,privando
celts,Celtas
wiles,artimanhas
schooner,escuna
gluttony,gula
goofed,enganado
shaz,shaz
igloo,iglu
wouldst,você gostaria
hallucinate,alucinar
quinine,quinina
peels,cascas
loneliest,mais solitário
reeve,reeve
going-,indo-
gollum,gollum
celina,Celina
zwei,zwei
augur,áugure
organizers,organizadores
streep,rua
inhibitor,inibidor
brendon,Brendon
akio,Akio
underhanded,dissimulado
potency,potência
racy,atrevido
bitsy,pequenininho
lts,É
workmanship,mão de obra
libra,Libra
minsk,Minsk
horus,Hórus
kouga,kouga
evermore,sempre
feminists,feministas
reelection,reeleição
abοut,sobre
kaitlyn,Kaitlyn
shizuka,shizuka
snatcher,ladrão
malin,Malin
keene,afiado
el,el
copacabana,copacabana
cirrhosis,cirrose
transgression,transgressão
floater,flutuador
calorie,caloria
prodigious,prodigioso
boyish,juvenil
percell,por célula
gardiner,jardineiro
macklin,maclin
virility,virilidade
sclerosis,esclerose
crosshairs,mira
merman,tritão
mille,milhar
restructuring,reestruturação
chitty,brincalhão
blemish,defeito
thawed,descongelado
hein,ei
quibble,reclamar
dissolution,dissolução
iab,iab
kenyon,Kenyon
princely,principesco
amrita,amrita
pangs,dores
yama,yama
looters,saqueadores
uninterrupted,ininterrupto
roubles,rublos
mahendra,Mahendra
hustlers,traficantes
madurai,madurai
laine,laine
sublet,sublocar
noblemen,nobres
diggers,escavadores
yasu,Yasu
deduced,deduzido
sssh,sssh
dreamz,sonhez
chins,queixo
frenzied,frenético
i.r.s.,eu.r.s.
skeptic,cético
will,vai
distort,distorcer
kees,Kees
potted,vaso
mikkel,Mikel
workroom,sala de trabalho
flailing,agitando
falsehood,falsidade
cookery,culinária
merriment,alegria
siddhartha,Sidarta
alisa,Alice
sneer,zombar
stiller,mais quieto
rpm,rpm
loca,louca
stratosphere,estratosfera
ivf,fertilização in vitro
grainger,granulador
u.s,nós
syllabus,programa de Estudos
apothecary,boticário
rainstorm,tempestade
garber,garbeiro
retailers,revendedores
funnily,de maneira engraçada
enos,enos
repaying,reembolsando
dumpsters,lixeiras
lieberman,Lieberman
condolence,pêsames
shenzhen,Shenzhen
normie,norma
lidia,Lídia
scampi,camarão
valenti,valenti
windfall,sorte inesperada
fistful,punhado
auditory,auditivo
breakfasts,café da manhã
dry-cleaning,limpeza à seco
materialistic,materialista
lecherous,lascivo
epitaph,epitáfio
fuelled,abastecido
solids,sólidos
loader,carregador
aforementioned,acima mencionado
rotates,gira
ex-military,ex-militar
contrived,inventado
limes,limão
pfc,pfc
hurst,machucar
tattered,esfarrapado
magellan,Magalhães
wheelchairs,cadeiras de rodas
deep-sea,mar profundo
playdate,data do jogo
sau,sau
woohoo,uau
sketched,esboçado
kramden,kramden
cooties,piolhos
conceptual,conceptual
yano,você não
knockers,aldravas
associating,associando
conjuring,conjurando
asahi,asahi
mosques,mesquitas
barnacles,cracas
hazzard,perigo
detects,detecta
refunds,reembolsos
dreamland,terra dos sonhos
tio,tio
diminishing,diminuindo
leafy,frondoso
calypso,calipso
shifter,deslocador
bumpers,pára-choques
pothole,buraco
kumiko,kumiko
cocker,cocker
fidgeting,remexendo-se
glade,clareira
lifeblood,força vital
strep,estreptococo
gelato,sorvete
alek,Alex
takagi,takagi
bonk,foda
handbrake,freio de mão
antennas,antenas
starlet,estrela
harrigan,Harrigan
buon,bom
recant,retratar-se
have,ter
brunswick,Brunsvique
endorphins,endorfina
baggins,bagagens
receivers,receptores
kungfu,kung-fu
ebenezer,ebenézer
kibworth,Kibworth
bronchitis,bronquite
lasky,lascivo
trappings,armadilhas
corso,corso
mountainside,lado da montanha
browser,navegador
withering,murchando
palsy,paralisia
salut,saudação
mcginty,McGinty
countryman,compatriota
african-americans,afro-americanos
mathur,Mathur
poppycock,tolices
shigeru,Shigeru
winded,sem fôlego
raves,elogios
dagmar,dagmar
skinny-dipping,nadar pelado
exertion,esforço
alva,alva
garrow,garro
dependency,dependência
phlegm,catarro
up-and-coming,promissor
minced,picado
aback,de surpresa
toddlers,crianças
gogo,gogo
juggler,malabarista
s-so,e-então
badshah,mau xá
featherstone,pedra-pena
checker,verificador
mulholland,Mulholland
fairground,parque de diversões
horseshoes,ferraduras
haa,haha
estonian,estoniano
orderlies,ordenanças
stanhope,Stanhope
croaked,resmungou
calluses,calosidades
these-,esses-
strasbourg,Estrasburgo
chappie,cara
scaredy,assustado
gosling,ganso
redundancy,redundância
kabuki,kabuki
gir,menina
garlands,guirlandas
eczema,eczema
masala,Masala
towne,cidade
sébastien,Sébastien
retrial,novo julgamento
joong,Joong
reliant,dependente
subside,diminuir
clear-cut,claro
thrower,atirador
conceit,presunção
two-minute,dois minutos
trix,trix
guardianship,tutela
turpentine,terebintina
galahad,Galahad
hyatt,Hyatt
surmise,supor
stalkers,perseguidores
fairy-tale,conto de fadas
hacksaw,serra
undignified,indigno
shingo,Shingo
cramming,estudar
yeager,anos
botanist,botânico
millet,painço
knapsack,mochila
aldrich,Aldrich
elvin,élfico
hora,hora
sixty-five,sessenta e cinco
v.p.,v.p.
concise,conciso
kohler,kohler
peon,peão
